name	taxRank	genomeSize	numReads	numUniqueReads	abundance
Desulfurivibrio alkaliphilus	species	3097763	1	0	0
Pedobacter steynii	species	6581659	1	1	0
Azorhizobium caulinodans ORS 571	leaf	5369772	1	0	0
Desulfatibacillum alkenivorans AK-01	leaf	6517073	1	1	0
Burkholderia oklahomensis C6786	leaf	7135022	1	1	0
Geobacter sp. M18	species	5277406	1	1	0
Marinitoga piezophila KA3	leaf	2244793	1	1	0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	leaf	3395237	1	0	0
Brachybacterium faecium DSM 4810	leaf	3614992	1	1	0
Cellulomonas flavigena DSM 20109	leaf	4123179	1	1	0
Sorangium cellulosum So ce56	leaf	13033779	1	0	0
Kitasatospora setae KM-6054	leaf	8783278	1	0	0
Sphingobium japonicum UT26S	leaf	4424862	1	1	0
Pseudarthrobacter chlorophenolicus A6	leaf	4980870	1	0	0
Thermus parvatiensis	species	2016098	1	0	0
Methanoregula boonei 6A8	leaf	2542943	1	0	0
Natranaerobius thermophilus JW/NM-WN-LF	leaf	3191453	1	1	0
Macrococcus caseolyticus JCSC5402	leaf	2219737	1	1	0
Methylobacterium nodulans ORS 2060	leaf	8839022	1	1	0
Streptomyces sp. Mg1	species	8716193	1	1	0
Fusobacterium nucleatum subsp. vincentii 3_1_27	leaf	2190228	1	0	0
Saccharomonospora viridis DSM 43017	leaf	4308349	1	1	0
Altererythrobacter ishigakiensis	species	2673978	1	1	0
Modestobacter marinus	species	5575517	1	1	0
Streptosporangium roseum DSM 43021	leaf	10369518	1	0	0
Catenulispora acidiphila DSM 44928	leaf	10467782	1	1	0
Acinetobacter baumannii AB0057	leaf	4059242	1	0	0
Myroides profundi	species	4064534	1	1	0
Burkholderia lata	species	17031116	1	0	0
Myxococcus fulvus HW-1	leaf	9003593	1	0	0
Geoalkalibacter subterraneus	species	3717645	1	0	0
Halomicrobium mukohataei DSM 12286	leaf	3332349	1	0	0
Burkholderia latens	species	6614478	1	1	0
Cyanothece sp. PCC 7822	species	7841948	1	0	0
Thermus aquaticus Y51MC23	leaf	2338641	1	1	0
Haliangium ochraceum DSM 14365	leaf	9446314	1	1	0
Oceanimonas sp. GK1	species	3527244	1	1	0
Rhodothermus marinus DSM 4252	leaf	3386737	1	0	0
Methanosphaerula palustris E1-9c	leaf	2922917	1	1	0
Stenotrophomonas maltophilia K279a	leaf	4851126	1	1	0
Thermococcus litoralis DSM 5473	leaf	2215172	1	1	0
Brachyspira murdochii DSM 12563	leaf	3241804	1	1	0
Alteromonas macleodii ATCC 27126	leaf	4653851	1	0	0
Acidovorax ebreus TPSY	leaf	3796573	1	0	0
Clostridium carboxidivorans P7	leaf	5752782	1	0	0
Bacillus megaterium QM B1551	leaf	5523192	1	1	0
Listeria monocytogenes HCC23	leaf	2976212	1	0	0
Haemophilus parasuis SH0165	leaf	2269156	1	1	0
Rhodobacter sphaeroides KD131	leaf	4711139	1	0	0
Corynebacterium doosanense CAU 212 = DSM 45436	leaf	2698995	1	1	0
Geoglobus acetivorans	species	1860815	1	1	0
Enterococcus casseliflavus EC20	leaf	3427276	1	0	0
Lactobacillus rhamnosus Lc 705	leaf	3033106	1	0	0
Bordetella bronchiseptica 253	leaf	5264383	1	1	0
Acidaminococcus intestini RyC-MR95	leaf	2487765	1	1	0
Allochromatium vinosum DSM 180	leaf	3669074	1	1	0
Aminobacterium colombiense DSM 12261	leaf	1980592	1	0	0
Methanocaldococcus infernus ME	leaf	1328194	1	0	0
Isosphaera pallida ATCC 43644	leaf	5529304	1	1	0
Prevotella sp. oral taxon 299 str. F0039	leaf	2480269	1	1	0
Thermoanaerobacterium thermosaccharolyticum DSM 571	leaf	2785752	1	0	0
Roseburia hominis A2-183	leaf	3592125	1	0	0
Desulfurivibrio alkaliphilus AHT 2	leaf	3097763	1	0	0
Dickeya zeae Ech586	leaf	4818394	1	1	0
Nonlabens dokdonensis DSW-6	leaf	3914632	1	0	0
Pantoea sp. At-9b	species	6312783	1	1	0
Burkholderia glumae PG1	leaf	7896538	1	0	0
Variovorax paradoxus EPS	leaf	6550056	1	0	0
Sphingobium sp. SYK-6	species	4348133	1	1	0
Rhodococcus opacus B4	leaf	8834939	1	0	0
Olsenella uli DSM 7084	leaf	2051896	1	1	0
Shewanella violacea DSS12	leaf	4962103	1	1	0
Burkholderia sp. CCGE1003	species	7043595	1	1	0
Desulfobacula toluolica Tol2	leaf	5197905	1	0	0
Rhodopseudomonas palustris DX-1	leaf	5404117	1	1	0
Streptomyces violaceusniger Tu 4113	leaf	11138313	1	1	0
Frankia symbiont of Datisca glomerata	species	5340989	1	1	0
Fimbriimonas ginsengisoli Gsoil 348	leaf	5231762	1	1	0
Geobacter sulfurreducens KN400	leaf	3714272	1	0	0
Edwardsiella anguillarum ET080813	leaf	4329652	1	1	0
Alistipes finegoldii DSM 17242	leaf	3734239	1	0	0
Comamonas testosteroni CNB-2	leaf	5373644	1	0	0
Deinococcus proteolyticus MRP	leaf	2886836	1	1	0
Rhizobium tropici CIAT 899	leaf	6686334	1	1	0
Thermoanaerobacterium thermosaccharolyticum M0795	leaf	2894276	1	0	0
Mageeibacillus indolicus UPII9-5	leaf	1809746	1	1	0
Mycobacterium neoaurum VKM Ac-1815D	leaf	5421267	1	0	0
Enterobacter lignolyticus SCF1	leaf	4814049	1	1	0
Sulfuricurvum kujiense DSM 16994	leaf	2819357	1	0	0
Mycobacterium chubuense NBB4	leaf	6342624	1	1	0
Actinomyces sp. oral taxon 414	species	3836419	1	1	0
Leptotrichia sp. oral taxon 212	species	2444904	1	1	0
Streptococcus sp. oral taxon 431	species	2177905	1	0	0
Lactobacillus fermentum CECT 5716	leaf	2100449	1	0	0
Rahnella sp. Y9602	species	5614252	1	1	0
Acidithiobacillus ferrivorans SS3	leaf	3207552	1	1	0
Sphingobacterium sp. 21	species	6226409	1	1	0
Azoarcus sp. KH32C	species	5818755	1	1	0
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	leaf	2616384	1	0	0
Leuconostoc gelidum subsp. gasicomitatum LMG 18811	leaf	1954080	1	1	0
Rhodothermus marinus SG0.5JP17-172	leaf	3334122	1	0	0
Pigeon adenovirus 1	leaf	45480	1	1	0
Thioflavicoccus mobilis 8321	leaf	4137521	1	0	0
Bacillus paralicheniformis ATCC 9945a	leaf	4376305	1	1	0
Frateuria aurantia DSM 6220	leaf	3603458	1	0	0
Halomonas elongata DSM 2581	leaf	4061296	1	1	0
Opitutaceae bacterium TAV5	species	7417673	1	1	0
Natrinema pellirubrum DSM 15624	leaf	4354100	1	0	0
Thermus thermophilus JL-18	leaf	2311212	1	0	0
Thermoanaerobacterium xylanolyticum LX-11	leaf	2534358	1	0	0
Agrobacterium sp. H13-3	species	5573770	1	1	0
Halobacillus halophilus DSM 2266	leaf	4170008	1	1	0
Cellulophaga lytica DSM 7489	leaf	3765936	1	0	0
Methanomethylovorans hollandica DSM 15978	leaf	2714013	1	1	0
Marinithermus hydrothermalis DSM 14884	leaf	2269167	1	1	0
Flexibacter litoralis DSM 6794	leaf	4919337	1	1	0
Paraburkholderia rhizoxinica HKI 454	leaf	3750138	1	1	0
Singulisphaera acidiphila DSM 18658	leaf	9755686	1	1	0
Paenibacillus polymyxa SC2	leaf	6238510	1	0	0
Desulfomicrobium orale DSM 12838	leaf	2783374	1	0	0
Clostridium botulinum BKT015925	leaf	3207592	1	1	0
Alcanivorax dieselolei B5	leaf	4928223	1	0	0
Human papillomavirus type 129	species	7219	1	1	0
Pseudomonas putida BIRD-1	leaf	5731541	1	0	0
Acetobacterium woodii DSM 1030	leaf	4044777	1	0	0
Enterobacter aerogenes EA1509E	leaf	5591105	1	0	0
Deinococcus peraridilitoris DSM 19664	leaf	4513714	1	1	0
Ignavibacterium album JCM 16511	leaf	3658997	1	1	0
Glaciecola sp. 4H-3-7+YE-5	species	5393591	1	0	0
Staphylococcus pseudintermedius ED99	leaf	2572216	1	0	0
Camelus dromedarius papillomavirus type 2	species	7906	1	1	0
Burkholderia gladioli BSR3	leaf	9052299	1	0	0
Leisingera methylohalidivorans DSM 14336	leaf	4650996	1	1	0
Streptomyces cattleya NRRL 8057 = DSM 46488	leaf	16188068	1	1	0
Alteromonas macleodii str. 'English Channel 673'	leaf	4601785	1	0	0
Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	leaf	627953	1	1	0
Oligotropha carboxidovorans OM4	leaf	3839771	1	0	0
Campylobacter ureolyticus RIGS 9880	leaf	1641887	1	0	0
Rhodococcus sp. WB1	species	6148559	1	1	0
Flavobacterium columnare ATCC 49512	leaf	3162432	1	0	0
Clostridium sp. SY8519	species	2835737	1	0	0
Pseudomonas putida S16	leaf	5984790	1	0	0
Leptospirillum ferriphilum ML-04	leaf	2406157	1	0	0
Paenibacillus polymyxa M1	leaf	6231122	1	0	0
Human papillomavirus type 126	leaf	7326	1	1	0
Streptococcus infantarius subsp. infantarius CJ18	leaf	2008249	1	1	0
Cronobacter universalis NCTC 9529	leaf	4436873	1	1	0
Mesorhizobium amorphae CCNWGS0123	leaf	7343952	1	0	0
Lactobacillus rhamnosus ATCC 8530	leaf	2960339	1	0	0
Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	leaf	3063596	1	0	0
Rickettsia rickettsii str. Brazil	leaf	1255681	1	1	0
Tistrella mobilis KA081020-065	leaf	6512983	1	1	0
Methanosaeta harundinacea 6Ac	leaf	2571034	1	1	0
Geobacillus thermoleovorans CCB_US3_UF5	leaf	3596620	1	0	0
Gordonia polyisoprenivorans VH2	leaf	5844299	1	1	0
Elizabethkingia anophelis	species	4154397	1	0	0
Corynebacterium halotolerans YIM 70093 = DSM 44683	leaf	3222008	1	0	0
Pseudomonas balearica DSM 6083	leaf	4383480	1	1	0
Pseudomonas protegens CHA0	leaf	6867980	1	1	0
[Clostridium] acidurici 9a	leaf	3108248	1	1	0
Mycobacterium marinum E11	leaf	6450522	1	1	0
Streptomyces hygroscopicus subsp. jinggangensis 5008	leaf	10383684	1	0	0
Gordonia sp. QH-11	species	4428727	1	1	0
Mycobacterium yongonense 05-1390	leaf	5662088	1	1	0
Phycisphaera mikurensis NBRC 102666	leaf	3884382	1	1	0
Kangiella sediminilitoris	species	2496140	1	0	0
Flavobacteriaceae bacterium UJ101	species	3074209	1	1	0
Pseudomonas putida JB	leaf	5846746	1	0	0
Cronobacter phage CR3	leaf	149273	1	0	0
Bordetella holmesii 44057	leaf	3697138	1	0	0
Microcoleus sp. PCC 7113	species	7966510	1	1	0
Pseudomonas putida SJTE-1	leaf	6077201	1	0	0
Bacillus thuringiensis MC28	leaf	6694533	1	0	0
Streptomyces hygroscopicus subsp. jinggangensis TL01	leaf	10077952	1	0	0
Nocardiopsis alba ATCC BAA-2165	leaf	5848211	1	0	0
Pseudomonas putida NBRC 14164	leaf	6156701	1	1	0
Bacillus thuringiensis HD-789	leaf	6334630	1	0	0
Fictibacillus phosphorivorans	species	4230665	1	1	0
Bradyrhizobium sp. CCGE-LA001	species	7833499	1	0	0
Corynebacterium maris DSM 45190	leaf	2833547	1	0	0
Dickeya solani IPO 2222	leaf	4919833	1	1	0
Cardinium endosymbiont cEper1 of Encarsia pergandiella	leaf	944930	1	1	0
Kosakonia sacchari SP1	leaf	4902027	1	1	0
Janthinobacterium sp. B9-8	species	4726850	1	1	0
Variovorax paradoxus B4	leaf	7148516	1	0	0
Bordetella holmesii ATCC 51541	leaf	3699674	1	0	0
Serratia marcescens FGI94	leaf	4858216	1	1	0
Ehrlichia chaffeensis str. Jax	leaf	1176890	1	0	0
Ehrlichia chaffeensis str. Liberty	leaf	1176202	1	0	0
Ehrlichia chaffeensis str. Saint Vincent	leaf	1173884	1	0	0
Ehrlichia chaffeensis str. Wakulla	leaf	1174357	1	0	0
Burkholderia thailandensis MSMB121	leaf	6731379	1	0	0
Burkholderia thailandensis E254	leaf	6676730	1	0	0
Thioalkalivibrio nitratireducens DSM 14787	leaf	4002350	1	1	0
Pseudomonas sp. FGI182	species	5891312	1	0	0
Spiribacter salinus M19-40	leaf	1739487	1	1	0
Citrobacter amalonaticus Y19	leaf	5875351	1	1	0
Edwardsiella piscicida	species	3857040	1	0	0
Bordetella holmesii F627	leaf	3701221	1	0	0
Bordetella holmesii H558	leaf	3696428	1	0	0
Edwardsiella piscicida C07-087	leaf	3857040	1	0	0
Magnetospira sp. QH-2	species	4052370	1	1	0
Roseibacterium elongatum DSM 19469	leaf	3555109	1	1	0
Brevibacillus phage Abouo	species	45552	1	1	0
Komagataeibacter xylinus E25	leaf	3905082	1	1	0
Alteromonas mediterranea U8	leaf	4395035	1	0	0
Dokdonia donghaensis DSW-1	leaf	3293944	1	0	0
Isoptericola dokdonensis DS-3	leaf	3826972	1	1	0
Mucilaginibacter sp. PAMC 26640	species	5618021	1	1	0
Pseudomonas knackmussii B13	leaf	6162905	1	1	0
Methanocaldococcus bathoardescens	species	1607556	1	0	0
Xanthomonas axonopodis Xac29-1	leaf	5296525	1	0	0
Fusobacterium hwasookii ChDC F174	leaf	2531722	1	0	0
Fusobacterium hwasookii ChDC F206	leaf	2430523	1	0	0
Fusobacterium hwasookii ChDC F300	leaf	2527063	1	0	0
Ilumatobacter coccineus YM16-304	leaf	4830181	1	1	0
Human papillomavirus type 166	leaf	7212	1	1	0
Sphingobium sp. TKS	species	6228879	1	1	0
Lactobacillus rhamnosus LOCK908	leaf	2990900	1	0	0
Chryseobacterium gallinarum	species	4633632	1	0	0
Pseudomonas syringae pv. syringae HS191	leaf	6002759	1	0	0
Cronobacter phage CR8	leaf	149162	1	0	0
Cronobacter phage S13	species	182145	1	1	0
Kosmotoga pacifica	species	2169170	1	1	0
Bordetella pseudohinzii	species	4558891	1	1	0
Salinarchaeum sp. Harcht-Bsk1	species	3255260	1	0	0
Enterobacter cloacae ECR091	leaf	4959888	1	0	0
Enterobacter cloacae ECNIH3	leaf	5061388	1	0	0
Defluviimonas alba	species	4987611	1	1	0
Pandoravirus dulcis	species	1908524	1	1	0
Helicobacter pylori SouthAfrica20	leaf	1622903	1	1	0
Enterobacter cloacae P101	leaf	5369929	1	0	0
Mycobacterium vaccae 95051	leaf	6235754	1	1	0
Bradyrhizobium diazoefficiens	species	18211892	1	0	0
Hymenobacter sp. APR13	species	5010594	1	1	0
Ralstonia pickettii DTP0602	leaf	8125850	1	0	0
Paracoccus aminophilus JCM 7686	leaf	4873118	1	0	0
Dyella jiangningensis	species	5396991	1	0	0
Hymenobacter sp. DG25B	species	4360029	1	0	0
Vulgatibacter incomptus	species	4350553	1	0	0
Comamonas testosteroni TK102	leaf	6062703	1	0	0
Bacteroidales bacterium CF	species	2657245	1	1	0
Porphyromonas gingivalis AJW4	leaf	2372492	1	0	0
Porphyromonas gingivalis A7A1-28	leaf	2249024	1	0	0
Halobacterium hubeiense	species	3130345	1	1	0
Paenibacillus polymyxa SQR-21	leaf	5828436	1	0	0
Rhizobium gallicum bv. gallicum R602	leaf	7311190	1	0	0
Enterobacter asburiae L1	leaf	4561905	1	1	0
Geosporobacter ferrireducens	species	5817221	1	1	0
Vibrio parahaemolyticus UCM-V493	leaf	5232572	1	0	0
Magnetospirillum gryphiswaldense MSR-1 v2	leaf	4365796	1	1	0
Thermococcus guaymasensis DSM 11113	leaf	1920914	1	1	0
Methanosarcina sp. Kolksee	species	4553495	1	1	0
Methanococcoides methylutens MM1	leaf	2394636	1	1	0
Pseudomonas monteilii SB3078	leaf	6000087	1	0	0
Pseudomonas monteilii SB3101	leaf	5945120	1	0	0
Streptomyces leeuwenhoekii	species	8122491	1	1	0
Leptospirillum ferriphilum YSK	leaf	2330585	1	0	0
Bacillus megaterium Q3	leaf	5229799	1	1	0
Hafnia alvei FB1	leaf	4712721	1	0	0
Riemerella anatipestifer Yb2	leaf	2184066	1	0	0
Comamonadaceae bacterium A1	species	2574013	1	0	0
Comamonadaceae bacterium B1	species	2623236	1	0	0
Xanthomonas oryzae pv. oryzae PXO86	leaf	5016623	1	0	0
Myroides sp. ZB35	species	4065010	1	0	0
Burkholderia sp. 2002721687	species	7285824	1	0	0
Hymenobacter sp. PAMC 26628	species	5366977	1	1	0
Bacillus phage Evoli	species	159656	1	0	0
Bacillus phage Hoody T	species	159837	1	0	0
Corynebacterium sp. ATCC 6931	species	2471920	1	1	0
Flavisolibacter sp. LCS9	species	5940863	1	0	0
Synechococcus phage ACG-2014e	species	189418	1	0	0
Arthrobacter sp. PAMC 25486	species	4593579	1	1	0
Pseudomonas sp. Os17	species	6885464	1	0	0
Thermococcus eurythermalis	species	2126164	1	1	0
Gammapapillomavirus 20	species	7233	1	1	0
Sphingopyxis fribergensis	species	5202172	1	0	0
Rickettsiales bacterium Ac37b	species	1917564	1	1	0
Coriobacteriaceae bacterium 68-1-3	species	1967093	1	1	0
Paenibacillus sp. FSL R5-0912	species	7718525	1	0	0
Paenibacillus sp. FSL R7-0273	species	7288921	1	0	0
Paenibacillus sp. FSL R7-0331	species	6931967	1	0	0
Woeseia oceani	species	4059891	1	1	0
Enterobacter sp. E20	species	4763114	1	1	0
Curtobacterium sp. MR_MD2014	species	3443800	1	1	0
Fermentimonas caenicola	species	2808926	1	0	0
Rhodococcus sp. B7740	species	5341557	1	1	0
Mycobacterium sp. NRRL B-3805	species	5421338	1	0	0
Myroides sp. A21	species	4155464	1	0	0
Confluentimicrobium sp. EMB200-NS6	species	4147426	1	0	0
Sphingomonas hengshuiensis	species	5228389	1	0	0
Spongiibacter sp. IMCC21906	species	3481669	1	0	0
Acetobacter sp. SLV-7	species	3106397	1	1	0
Planctomyces sp. SH-PL62	species	6784659	1	1	0
Pseudonocardia sp. HH130629-09	species	6300975	1	0	0
Devosia sp. H5989	species	4594249	1	1	0
Pseudomonas sp. CCOS 191	species	6012947	1	1	0
Arthrobacter sp. YC-RL1	species	4018639	1	0	0
Rhodococcus sp. PBTS 1	species	4251687	1	1	0
Alloactinosynnema sp. L-07	species	7405112	1	1	0
Leptospirillum sp. Group II 'CF-1'	species	2709324	1	0	0
Cronobacter phage PBES 02	species	149732	1	0	0
Arthrobacter sp. LS16	species	3851242	1	0	0
Paenibacillus sp. 32O-W	species	5375858	1	1	0
Bordetella sp. H567	species	5532470	1	1	0
Faecalibaculum rodentium	species	2542486	1	1	0
Rhizobium sp. N1314	species	6274511	1	0	0
Rhizobium sp. N731	species	6274507	1	0	0
Arthrobacter sp. ERGS1:01	species	4936686	1	1	0
Staphylococcus sp. AntiMn-1	species	2738396	1	0	0
Desulfovibrio sp. J2	species	3966573	1	1	0
Streptomyces sp. CdTB01	species	10191567	1	1	0
Devosia sp. A16	species	5032994	1	0	0
Burkholderia sp. Bp5365	species	7287809	1	0	0
Marinobacter sp. LQ44	species	4435564	1	1	0
Nostoc sp. NIES-3756	species	6987571	1	1	0
Flavobacterium sp. LPB0076	species	3027315	1	1	0
Burkholderia sp. PAMC 28687	species	6881273	1	1	0
Mycobacterium phage Mulciber	species	52428	1	1	0
Arthrobacter sp. ZXY-2	species	5058708	1	1	0
Gordonia phage BritBrat	species	55524	1	1	0
Opitutaceae bacterium IG16b	species	4199284	1	1	0
Blastomonas sp. RAC04	species	4403499	1	1	0
Arthrobacter sp. U41	species	4792631	1	1	0
Murdochiella sp. Marseille-P2341	species	1671491	1	1	0
haloarchaeon HTSR1	species	1972283	1	1	0
Enterobacter cloacae complex sp. 35734	species	5276896	1	0	0
Selenomonas sp. oral taxon 920	species	2440121	1	1	0
Microbacterium sp. BH3-3-3	species	3508491	1	0	0
